국가	행복도	경제적 여유도	사회 지원	건강	자유	관대함
Montenegro	5.219	9.729	0.704	66.36	0.462	-0.198
Montenegro	5.074	9.763	0.736	66.44	0.502	-0.182
Montenegro	5.283	9.78	0.863	66.52	0.503	0.091
Montenegro	5.125	9.813	0.74	66.6	0.583	-0.15
Montenegro	5.304	9.842	0.866	66.7	0.569	-0.093
Montenegro	5.615	9.887	0.881	66.8	0.626	-0.089
Montenegro	5.65	9.937	0.856	66.9	0.626	-0.057
Montenegro	5.386	9.977	0.832	67	0.694	-0.111
Montenegro	5.722	9.812	0.887	67.1	0.802	0.061
Montenegro	5.6	10.002	0.875	67.3	0.778	-0.022
Montenegro	5.813	10.041	0.853	67.4	0.799	-0.066
Morocco	4.383	8.821		62.5	0.663	-0.173
Morocco	5.085	8.861	0.833	62.66	0.579	-0.229
Morocco	4.97	8.877	0.676	62.82	0.757	-0.198
Morocco	5.142	8.904	0.597	62.98	0.572	-0.221
Morocco	5.163	8.947	0.606	63.3	0.713	-0.239
Morocco	5.386	8.94	0.655	63.4	0.817	-0.248
Morocco	5.312	8.977	0.641	63.5	0.814	-0.227
Morocco	4.897	8.996	0.554	63.6	0.773	-0.246
Morocco	5.057	9.014	0.535	63.7	0.757	-0.256
Morocco	4.803	8.929	0.553	63.8	0.819	-0.238
Morocco	5.326	8.994	0.505	63.9	0.762	-0.204
Morocco	4.596	8.995	0.564	64	0.795	-0.257
Morocco	4.487	9.009	0.5	64.1	0.821	-0.094
Mozambique	4.595	6.792	0.879	44.82	0.684	0.035
Mozambique	4.833	6.84	0.748	45.24	0.643	0.068
Mozambique	4.654	6.885	0.756	45.66	0.514	0
Mozambique	4.971	6.996	0.818	46.92	0.639	-0.03
Mozambique	4.55	7.148	0.666	48.6	0.813	0.083
Mozambique	4.28	7.16	0.678	49.5	0.823	-0.035
Mozambique	4.654	7.165	0.738	49.95	0.897	0.043
Mozambique	4.932	7.159	0.742	50.4	0.87	0.068
Mozambique	5.178	7.112	0.664	51.3	0.838	0.042
Mozambique	4.74	7.125	0.711	51.75	0.884	0.043
Mozambique	5.704	7.147	0.701	52.2	0.867	0.071
Myanmar	4.439	8.067	0.612	58.16	0.691	0.646
Myanmar	4.176	8.134	0.757	58.64	0.775	0.691
Myanmar	4.786	8.205	0.774	59.12	0.87	0.7
Myanmar	4.224	8.229	0.752	59.6	0.808	0.692
Myanmar	4.623	8.321	0.793	59.925	0.877	0.68
Myanmar	4.154	8.369	0.795	60.25	0.886	0.651
Myanmar	4.411	8.424	0.774	60.575	0.906	0.492
Myanmar	4.434	8.483	0.763	60.9	0.899	0.56
Myanmar	4.431	8.507	0.796	61.225	0.825	0.468
Myanmar	4.314	8.302	0.78	61.55	0.631	0.508
Myanmar	4.359	8.325	0.746	61.875	0.646	0.6
Myanmar	4.391	8.347	0.685	62.2	0.695	0.548
Namibia	4.886	9.073	0.828	51.88	0.781	-0.107
Namibia	4.574	9.264	0.763	54.26	0.849	-0.191
Namibia	4.441	9.243	0.828	55.35	0.81	-0.198
Namibia	4.834	9.237	0.864	55.725	0.754	-0.177
Namibia	4.436	9.211	0.845	56.1	0.739	-0.182
Namibia	4.451	9.11	0.741	56.475	0.666	-0.11
Namibia	4.491	9.128	0.808	56.85	0.659	-0.153
Namibia	4.949	9.158	0.808	57.225	0.683	-0.124
Namibia	5.055	9.167	0.852	57.6	0.674	-0.113
Nepal	4.567	7.734	0.874	59.66	0.689	
Nepal	4.748	7.761	0.787	59.72	0.413	0.303
Nepal	4.441	7.814	0.818	59.78	0.618	0.276
Nepal	4.917	7.853	0.813	59.84	0.616	0.029
Nepal	4.35	7.895	0.779	59.9	0.519	0.077
Nepal	3.809	7.924	0.741	59.96	0.525	-0.024
Nepal	4.233	7.968	0.734	60.02	0.638	0.056
Nepal	4.605	8	0.74	60.08	0.722	0.137
Nepal	4.975	8.056	0.786	60.14	0.712	0.108
Nepal	4.812	8.089	0.748	60.2	0.763	0.214
Nepal	5.1	8.085	0.837	60.475	0.839	0.155
Nepal	4.737	8.159	0.816	60.75	0.845	0.12
Nepal	4.91	8.221	0.768	61.025	0.77	0.107
Nepal	5.449	8.274	0.772	61.3	0.79	0.152
Nepal	5.982	8.233	0.787	61.575	0.772	0.135
Nepal	4.622	8.257	0.699	61.85	0.818	0.144
Nepal	5.474	8.294	0.753	62.125	0.844	0.149
Nepal	5.389	8.318	0.749	62.4	0.765	0.184
Netherlands	7.464	10.809	0.947	70.7	0.901	
Netherlands	7.452	10.876	0.944	70.78	0.896	0.339
Netherlands	7.631	10.894	0.944	70.82	0.883	0.359
Netherlands	7.502	10.86	0.957	70.9	0.921	0.344
Netherlands	7.564	10.87	0.938	70.94	0.925	0.33
Netherlands	7.471	10.856	0.939	70.98	0.877	0.282
Netherlands	7.407	10.852	0.925	71.02	0.919	0.299
Netherlands	7.321	10.863	0.909	71.06	0.91	0.326
Netherlands	7.324	10.878	0.879	71.1	0.904	0.256
Netherlands	7.541	10.894	0.926	71.175	0.907	0.233
Netherlands	7.459	10.917	0.937	71.25	0.92	0.245
Netherlands	7.463	10.934	0.939	71.325	0.92	0.156
Netherlands	7.425	10.947	0.941	71.4	0.886	0.207
Netherlands	7.504	10.902	0.944	71.475	0.935	0.145
Netherlands	7.314	10.944	0.919	71.55	0.856	0.266
Netherlands	7.39	10.978	0.929	71.625	0.868	0.223
Netherlands	7.255	10.977	0.915	71.7	0.847	0.223
New Zealand	7.305	10.541	0.946	69.72	0.932	0.304
New Zealand	7.604	10.562	0.967	69.74	0.878	0.272
New Zealand	7.381	10.541	0.944	69.76	0.893	0.291
New Zealand	7.224	10.534	0.976	69.8	0.918	0.247
New Zealand	7.191	10.548	0.954	69.82	0.935	0.278
New Zealand	7.25	10.565	0.93	69.84	0.902	0.28
New Zealand	7.28	10.585	0.958	69.86	0.944	0.23
New Zealand	7.306	10.605	0.942	69.88	0.932	0.341
New Zealand	7.418	10.622	0.987	69.9	0.942	0.322
New Zealand	7.226	10.637	0.937	69.975	0.927	0.259
New Zealand	7.327	10.65	0.955	70.05	0.942	0.287
New Zealand	7.37	10.667	0.954	70.125	0.949	0.113
New Zealand	7.205	10.675	0.939	70.2	0.912	0.15
New Zealand	7.257	10.647	0.952	70.275	0.918	0.116
New Zealand	7.137	10.693	0.95	70.35	0.91	0.216
New Zealand	6.975	10.712	0.956	70.425	0.831	0.183
New Zealand	6.976	10.72	0.933	70.5	0.877	0.181
Nicaragua	4.46	8.395	0.877	64.3	0.745	0.005
Nicaragua	4.944	8.431	0.866	64.4	0.836	0.135
Nicaragua	5.104	8.45	0.857	64.5	0.791	0.07
Nicaragua	5.353	8.402	0.835	64.6	0.746	0.065
Nicaragua	5.687	8.431	0.863	64.7	0.792	0.013
Nicaragua	5.386	8.478	0.8	64.8	0.779	-0.024
Nicaragua	5.448	8.526	0.894	64.9	0.85	0.012
Nicaragua	5.772	8.559	0.868	65	0.859	0.034
Nicaragua	6.275	8.591	0.839	65.1	0.817	0.099
Nicaragua	5.924	8.624	0.827	65.2	0.809	0.073
Nicaragua	6.013	8.654	0.853	65.275	0.717	0.035
Nicaragua	6.476	8.685	0.838	65.35	0.922	0.006
Nicaragua	5.819	8.637	0.854	65.425	0.797	0.004
Nicaragua	6.113	8.594	0.874	65.5	0.883	0.024
Nicaragua	6.287	8.562	0.856	65.575	0.818	0.037
Nicaragua	6.095	8.647	0.848	65.65	0.905	0.02
Nicaragua	6.392	8.669	0.844	65.725	0.914	-0.004
Nicaragua	6.362	8.685	0.836	65.8	0.906	-0.008
Niger	3.737	6.872	0.677	50.14	0.75	0.073
Niger	4.277	6.867	0.726	50.58	0.584	-0.06
Niger	4.236	6.905	0.607	51.02	0.649	-0.059
Niger	4.267	6.887	0.771	51.46	0.88	-0.013
Niger	4.101	6.932	0.655	51.9	0.817	-0.027
Niger	4.556	6.918	0.818	52.34	0.78	-0.06
Niger	3.798	6.98	0.7	52.78	0.734	-0.068
Niger	3.716	6.994	0.696	53.22	0.825	-0.082
Niger	4.181	7.02	0.753	53.66	0.688	-0.051
Niger	3.671	7.025	0.713	54.1	0.728	-0.037
Niger	4.235	7.042	0.683	54.45	0.702	-0.02
Niger	4.616	7.053	0.582	54.8	0.684	-0.035
Niger	5.164	7.084	0.612	55.15	0.791	0.004
Niger	5.004	7.105	0.677	55.5	0.831	0.021
Niger	4.501	7.151	0.587	56.55	0.793	0.024
Niger	4.609	7.181	0.638	56.9	0.767	0.029
Nigeria	4.71	8.314	0.735	50.22	0.649	0.08
Nigeria	4.89	8.35	0.718	50.54	0.635	0.132
Nigeria	4.939	8.389	0.78	50.86	0.584	0.115
Nigeria	4.98	8.439	0.722	51.18	0.537	0.063
Nigeria	4.76	8.488	0.824	51.5	0.565	0.062
Nigeria	5.493	8.526	0.818	52.14	0.652	0.062
Nigeria	4.818	8.564	0.663	52.46	0.622	0.046
Nigeria	4.933	8.6	0.812	53.1	0.68	-0.04
Nigeria	5.22	8.558	0.805	53.425	0.798	0.039
Nigeria	5.322	8.541	0.733	53.75	0.826	0.12
Nigeria	5.252	8.535	0.741	54.075	0.79	-0.015
Nigeria	4.266	8.532	0.735	54.4	0.746	0.019
Nigeria	5.503	8.49	0.739	54.725	0.713	0.094
Nigeria	4.479	8.502	0.742	55.05	0.726	0.047
Nigeria	5.294	8.51	0.785	55.375	0.776	0.172
Nigeria	4.869	8.514	0.781	55.7	0.72	0.209
North Macedonia	4.494	9.434	0.811	64.66	0.439	0.073
North Macedonia	4.428	9.481	0.734	64.82	0.552	-0.049
North Macedonia	4.18	9.512	0.687	64.9	0.513	-0.065
North Macedonia	4.898	9.533	0.784	64.98	0.607	-0.094
North Macedonia	4.64	9.527	0.798	65.06	0.613	-0.091
North Macedonia	5.186	9.555	0.832	65.14	0.641	0.018
North Macedonia	5.204	9.589	0.793	65.22	0.645	0.028
North Macedonia	4.976	9.625	0.766	65.3	0.66	-0.053
North Macedonia	5.346	9.652	0.871	65.5	0.706	0.073
North Macedonia	5.234	9.662	0.8	65.7	0.752	-0.065
North Macedonia	5.24	9.689	0.849	65.9	0.745	-0.048
North Macedonia	5.015	9.728	0.815	66.1	0.725	0.018
North Macedonia	5.054	9.666	0.75	66.3	0.787	0.127
North Macedonia	5.535	9.724	0.809	66.5	0.793	0.188
North Macedonia	5.167	9.749	0.85	66.7	0.723	0.068
North Macedonia	5.403	9.776	0.883	66.9	0.738	0.123
Norway	7.416	11.056	0.959	69.4	0.96	0.101
Norway	7.632	11.066	0.936	69.8	0.947	0.01
Norway	7.678	11.041	0.948	70.6	0.947	0.139
Norway	7.444	11.048	0.941	71	0.956	0.173
Norway	7.603	11.057	0.947	71.2	0.948	0.249
Norway	7.596	11.06	0.96	71.25	0.954	0.125
Norway	7.579	11.076	0.95	71.3	0.953	0.228
Norway	7.444	11.077	0.966	71.35	0.96	0.086
Norway	7.442	11.082	0.942	71.4	0.954	0.103
Norway	7.29	11.063	0.956	71.45	0.965	0.068
Norway	7.362	11.096	0.948	71.5	0.936	0.166
Norway	7.295	11.119	0.927	71.55	0.939	0.182
Norway	7.249	11.125	0.952	71.6	0.938	0.219
Oman	6.853	10.539		62.34	0.916	0.008
Pakistan	5.225	8.252	0.591	53.2	0.63	
Pakistan	5.671	8.314	0.479	53.72	0.396	0.081
Pakistan	4.414	8.309	0.373	53.98	0.335	0.092
Pakistan	5.208	8.315	0.522	54.24	0.388	0.069
Pakistan	5.786	8.308	0.571	54.5	0.364	0.292
Pakistan	5.267	8.314	0.51	54.76	0.376	0.022
Pakistan	5.132	8.331	0.542	55.02	0.367	0.157
Pakistan	5.138	8.359	0.607	55.28	0.448	0.091
Pakistan	5.436	8.39	0.552	55.54	0.543	0.131
Pakistan	4.823	8.423	0.562	55.8	0.587	0.076
Pakistan	5.549	8.465	0.627	56.075	0.634	0.084
Pakistan	5.831	8.495	0.69	56.35	0.713	0.035
Pakistan	5.472	8.54	0.685	56.625	0.773	0.058
Pakistan	4.443	8.548	0.617	56.9	0.685	0.112
Pakistan	4.624	8.518	0.594	57.175	0.767	0.003
Pakistan	4.487	8.563	0.608	57.45	0.764	0.007
Pakistan	4.931	8.604	0.59	57.725	0.745	0
Pakistan	4.549	8.588	0.553	58	0.661	0.07
Panama	6.128	9.806	0.951	66.86	0.882	-0.056
Panama	6.894	9.901	0.937	67.02	0.64	0.074
Panama	6.931	9.977	0.922	67.18	0.707	0.051
Panama	7.034	9.971	0.905	67.34	0.721	0.006
Panama	7.321	10.01	0.928	67.5	0.755	-0.017
Panama	7.248	10.099	0.876	67.66	0.829	0
Panama	6.86	10.174	0.897	67.82	0.783	-0.011
Panama	6.866	10.224	0.896	67.98	0.811	0.01
Panama	6.631	10.256	0.873	68.14	0.894	-0.007
Panama	6.606	10.294	0.883	68.3	0.847	-0.016
Panama	6.118	10.325	0.882	68.4	0.884	-0.111
Panama	6.568	10.362	0.912	68.5	0.9	-0.178
Panama	6.281	10.382	0.904	68.6	0.861	-0.139
Panama	6.086	10.398	0.886	68.7	0.883	-0.208
Panama	6.553	10.323	0.899	68.9	0.811	-0.152
Panama	5.979	10.412	0.891	69	0.899	-0.128
Panama	6.543	10.455	0.887	69.1	0.852	-0.147
Paraguay	4.73	9.154	0.895	64.88	0.691	0.056
Paraguay	5.272	9.197	0.863	64.96	0.699	0.121
Paraguay	5.57	9.25	0.889	65.04	0.649	0.046
Paraguay	5.576	9.237	0.9	65.12	0.718	0.016
Paraguay	5.841	9.331	0.889	65.2	0.726	0.065
Paraguay	5.677	9.36	0.869	65.28	0.666	0.179
Paraguay	5.82	9.339	0.931	65.36	0.748	0.188
Paraguay	5.936	9.405	0.939	65.44	0.909	0.034
Paraguay	5.119	9.443	0.959	65.52	0.759	-0.013
Paraguay	5.56	9.458	0.914	65.6	0.806	-0.019
Paraguay	5.801	9.485	0.94	65.65	0.854	-0.082
Paraguay	5.713	9.518	0.902	65.7	0.891	-0.008
Paraguay	5.653	9.519	0.892	65.8	0.876	0.017
Paraguay	5.501	9.497	0.907	65.85	0.865	0.054
Paraguay	5.576	9.523	0.908	65.9	0.888	0.015
Paraguay	6.138	9.513	0.899	65.95	0.922	-0.014
Paraguay	6.214	9.549	0.889	66	0.902	-0.004
Peru	4.811	8.979	0.875	66.46	0.668	-0.076
Peru	5.214	9.054	0.756	66.72	0.638	-0.082
Peru	5.129	9.134	0.777	66.98	0.638	-0.072
Peru	5.519	9.138	0.799	67.24	0.638	-0.084
Peru	5.613	9.21	0.812	67.5	0.757	-0.066
Peru	5.892	9.263	0.756	67.76	0.773	-0.128
Peru	5.825	9.313	0.764	68.02	0.703	-0.084
Peru	5.783	9.361	0.797	68.28	0.703	-0.071
Peru	5.866	9.374	0.819	68.54	0.722	-0.141
Peru	5.577	9.394	0.798	68.8	0.802	-0.095
Peru	5.701	9.419	0.803	68.975	0.83	-0.139
Peru	5.711	9.429	0.83	69.15	0.827	-0.16
Peru	5.68	9.449	0.845	69.325	0.83	-0.184
Peru	5.999	9.452	0.809	69.5	0.815	-0.135
Peru	4.994	9.323	0.749	69.675	0.806	-0.094
Peru	5.694	9.436	0.819	69.85	0.812	-0.09
Peru	5.892	9.453	0.823	70.025	0.764	-0.18
Peru	5.936	9.459	0.787	70.2	0.757	-0.061
Philippines	4.67	8.562	0.795	61.36	0.828	0.058
Philippines	5.074	8.606	0.801	61.42	0.852	-0.027
Philippines	4.589	8.63	0.798	61.48	0.861	0.078
Philippines	4.88	8.626	0.775	61.54	0.874	-0.001
Philippines	4.942	8.679	0.805	61.6	0.893	0.028
Philippines	4.994	8.699	0.789	61.66	0.883	0.068
Philippines	5.002	8.748	0.813	61.72	0.914	0.048
Philippines	4.977	8.796	0.846	61.78	0.907	0.016
Philippines	5.313	8.842	0.813	61.84	0.902	-0.02
Philippines	5.547	8.887	0.854	61.9	0.912	-0.056
Philippines	5.431	8.938	0.821	61.925	0.908	-0.076
Philippines	5.594	8.987	0.851	61.95	0.926	-0.146
Philippines	5.869	9.032	0.846	61.975	0.918	-0.112
Philippines	6.268	9.075	0.845	62	0.91	-0.087
Philippines	5.08	8.958	0.781	62.025	0.932	-0.114
Philippines	5.965	8.999	0.778	62.05	0.905	-0.012
Philippines	5.995	9.057	0.819	62.075	0.952	-0.155
Philippines	6.184	9.102	0.796	62.1	0.932	-0.038
Poland	5.587	9.844	0.922	66.2	0.782	
Poland	5.886	9.973	0.913	66.56	0.772	-0.053
Poland	5.772	10.041	0.917	66.92	0.821	0.068
Poland	5.887	10.073	0.955	67.1	0.795	-0.003
Poland	5.646	10.122	0.905	67.28	0.868	-0.072
Poland	5.876	10.137	0.936	67.46	0.811	-0.032
